path_id,point_id,base_date_time_gt,longitude_gt,latitude_gt,longitude_pred,latitude_pred,sog_gt,sog_pred,heading_gt,heading_pred,haversine_dist_km,consolidated_rmse
100000001,181,05-01-25 03:44,-79.693,26.8837,,,12.0,,21,,1000.0,
100000001,182,05-01-25 03:45,-79.6923,26.88758,,,12.0,,21,,1000.0,
100000001,183,05-01-25 03:47,-79.69158,26.89144,,,12.1,,20,,1000.0,
100000001,184,05-01-25 03:48,-79.69093,26.89536,,,12.0,,18,,1000.0,
100000001,185,05-01-25 03:49,-79.69012,26.90088,,,12.2,,17,,1000.0,
100000001,186,05-01-25 03:50,-79.6897,26.90429,,,12.2,,17,,1000.0,
100000001,187,05-01-25 03:52,-79.689,26.90931,,,12.2,,18,,1000.0,
100000001,188,05-01-25 03:53,-79.68847,26.91319,,,12.2,,18,,1000.0,
100000001,189,05-01-25 03:55,-79.68772,26.91886,,,12.2,,19,,1000.0,
100000001,190,05-01-25 03:56,-79.6872,26.92283,,,12.2,,19,,1000.0,
100000001,191,05-01-25 03:58,-79.68612,26.9291,,,12.2,,20,,1000.0,
100000001,192,05-01-25 03:59,-79.68536,26.93352,,,12.2,,20,,1000.0,
100000001,193,05-01-25 04:00,-79.68503,26.93532,,,12.2,,20,,1000.0,
100000001,194,05-01-25 04:01,-79.68435,26.93912,,,12.2,,20,,1000.0,
100000001,195,05-01-25 04:02,-79.6836,26.94306,,,12.3,,20,,1000.0,
100000001,196,05-01-25 04:03,-79.6829,26.94697,,,12.3,,19,,1000.0,
100000001,197,05-01-25 04:04,-79.68221,26.95098,,,12.3,,19,,1000.0,
100000001,198,05-01-25 04:05,-79.68158,26.95491,,,12.3,,19,,1000.0,
100000001,199,05-01-25 04:07,-79.6809,26.95895,,,12.3,,19,,1000.0,
100000001,200,05-01-25 04:08,-79.6803,26.96283,,,12.3,,19,,1000.0,
100000001,201,05-01-25 04:09,-79.67965,26.96683,,,12.3,,19,,1000.0,
100000001,202,05-01-25 04:10,-79.67906,26.97074,,,12.3,,19,,1000.0,
100000001,203,05-01-25 04:11,-79.67846,26.97459,,,12.3,,19,,1000.0,
100000001,204,05-01-25 04:12,-79.67782,26.97853,,,12.3,,19,,1000.0,
100000001,205,05-01-25 04:14,-79.67716,26.98253,-79.67716,26.98253,12.3,12.3,19,19.0,0.0,
100000001,206,05-01-25 04:15,-79.67662,26.98592,,,12.4,,19,,1000.0,
100000001,207,05-01-25 04:16,-79.67575,26.99103,,,12.4,,19,,1000.0,
100000001,208,05-01-25 04:17,-79.67506,26.99506,,,12.3,,19,,1000.0,
100000001,209,05-01-25 04:19,-79.67433,26.99956,,,12.3,,19,,1000.0,
100000001,210,05-01-25 04:20,-79.67358,27.00413,,,12.3,,19,,1000.0,
100000001,211,05-01-25 04:21,-79.67293,27.00802,,,12.3,,19,,1000.0,
100000001,212,05-01-25 04:22,-79.67232,27.01192,,,12.3,,19,,1000.0,
100000001,213,05-01-25 04:23,-79.67164,27.01596,,,12.3,,19,,1000.0,
100000001,214,05-01-25 04:25,-79.67097,27.01993,,,12.3,,18,,1000.0,
100000001,215,05-01-25 04:26,-79.67033,27.02387,,,12.3,,18,,1000.0,
100000001,216,05-01-25 04:27,-79.66951,27.0289,,,12.3,,18,,1000.0,
100000001,217,05-01-25 04:28,-79.66895,27.03241,,,12.3,,18,,1000.0,
100000001,218,05-01-25 04:29,-79.66835,27.03634,,,12.3,,18,,1000.0,
100000001,219,05-01-25 04:31,-79.66771,27.04022,,,12.3,,18,,1000.0,
100000001,220,05-01-25 04:32,-79.66711,27.04424,,,12.3,,18,,1000.0,
100000001,221,05-01-25 04:33,-79.66649,27.04872,,,12.4,,18,,1000.0,
100000001,222,05-01-25 04:34,-79.6659,27.0528,,,12.3,,18,,1000.0,
100000001,223,05-01-25 04:36,-79.66534,27.05725,,,12.2,,18,,1000.0,
100000001,224,05-01-25 04:37,-79.66446,27.06343,,,12.2,,18,,1000.0,
100000001,225,05-01-25 04:39,-79.66384,27.06794,,,12.1,,18,,1000.0,
100000001,226,05-01-25 04:40,-79.66304,27.07344,,,12.1,,18,,1000.0,
100000001,227,05-01-25 04:42,-79.6623,27.07857,,,12.2,,18,,1000.0,
100000001,228,05-01-25 04:43,-79.66172,27.08237,,,12.2,,18,,1000.0,
100000001,229,05-01-25 04:44,-79.66115,27.08682,,,12.2,,18,,1000.0,
100000001,230,05-01-25 04:45,-79.66056,27.09027,,,12.1,,18,,1000.0,
100000001,231,05-01-25 04:47,-79.66,27.09408,,,12.2,,18,,1000.0,
100000001,232,05-01-25 04:48,-79.65934,27.09796,,,12.2,,18,,1000.0,
100000001,233,05-01-25 04:49,-79.65857,27.10257,,,12.3,,18,,1000.0,
100000001,234,05-01-25 04:51,-79.6578,27.10762,,,12.3,,18,,1000.0,
100000001,235,05-01-25 04:52,-79.65726,27.11113,,,12.3,,18,,1000.0,
100000001,236,05-01-25 04:53,-79.65668,27.11502,,,12.4,,18,,1000.0,
100000001,237,05-01-25 04:54,-79.65583,27.12094,,,12.4,,18,,1000.0,
100000001,238,05-01-25 04:56,-79.65496,27.12657,,,12.4,,18,,1000.0,
100000001,239,05-01-25 04:57,-79.65423,27.13105,,,12.3,,18,,1000.0,
100000001,240,05-01-25 04:59,-79.65347,27.13616,,,12.4,,18,,1000.0,
100000001,241,05-01-25 05:00,-79.6531,27.13863,,,12.4,,19,,1000.0,
100000001,242,05-01-25 05:01,-79.65245,27.14256,,,12.4,,19,,1000.0,
100000001,243,05-01-25 05:02,-79.65168,27.14704,,,12.4,,19,,1000.0,
100000001,244,05-01-25 05:03,-79.65096,27.15103,,,12.5,,19,,1000.0,
100000001,245,05-01-25 05:05,-79.65018,27.15552,,,12.5,,19,,1000.0,
100000001,246,05-01-25 05:06,-79.64938,27.15963,,,12.5,,19,,1000.0,
100000001,247,05-01-25 05:07,-79.6487,27.16362,,,12.6,,19,,1000.0,
100000001,248,05-01-25 05:08,-79.64778,27.16882,,,12.6,,19,,1000.0,
100000001,249,05-01-25 05:10,-79.64711,27.17282,,,12.5,,19,,1000.0,
100000001,250,05-01-25 05:11,-79.64645,27.17693,,,12.6,,19,,1000.0,
100000001,251,05-01-25 05:12,-79.64561,27.18209,,,12.6,,19,,1000.0,
100000001,252,05-01-25 05:13,-79.6449,27.18618,,,12.6,,19,,1000.0,
100000001,253,05-01-25 05:15,-79.64419,27.1902,,,12.6,,19,,1000.0,
100000001,254,05-01-25 05:16,-79.64351,27.19427,,,12.6,,19,,1000.0,
100000001,255,05-01-25 05:17,-79.64277,27.19837,,,12.6,,19,,1000.0,
100000001,256,05-01-25 05:18,-79.64199,27.20287,,,12.6,,19,,1000.0,
100000001,257,05-01-25 05:19,-79.64127,27.20698,,,12.6,,19,,1000.0,
100000001,258,05-01-25 05:21,-79.6405,27.21168,,,12.7,,19,,1000.0,
100000001,259,05-01-25 05:22,-79.63977,27.21568,,,12.7,,19,,1000.0,
100000001,260,05-01-25 05:23,-79.63908,27.2197,,,12.6,,19,,1000.0,
100000001,261,05-01-25 05:24,-79.63839,27.22385,,,12.6,,19,,1000.0,
100000001,262,05-01-25 05:25,-79.63774,27.22777,,,12.6,,19,,1000.0,
100000001,263,05-01-25 05:27,-79.63703,27.23194,,,12.6,,19,,1000.0,
100000001,264,05-01-25 05:28,-79.63636,27.23594,,,12.6,,19,,1000.0,
100000001,265,05-01-25 05:29,-79.63563,27.23997,,,12.5,,19,,1000.0,
100000001,266,05-01-25 05:30,-79.63492,27.24394,,,12.6,,19,,1000.0,
100000001,267,05-01-25 05:31,-79.6342,27.248,,,12.6,,19,,1000.0,
100000001,268,05-01-25 05:32,-79.63341,27.25205,,,12.6,,19,,1000.0,
100000001,269,05-01-25 05:34,-79.63268,27.25605,,,12.6,,19,,1000.0,
100000001,270,05-01-25 05:35,-79.63179,27.26083,,,12.7,,19,,1000.0,
100000001,271,05-01-25 05:36,-79.63107,27.26481,,,12.6,,19,,1000.0,
100000001,272,05-01-25 05:37,-79.6303,27.26883,,,12.6,,19,,1000.0,
100000001,273,05-01-25 05:38,-79.62954,27.27289,,,12.7,,19,,1000.0,
100000001,274,05-01-25 05:40,-79.62871,27.27756,,,12.6,,19,,1000.0,
100000001,275,05-01-25 05:41,-79.62799,27.28155,,,12.6,,19,,1000.0,
100000001,276,05-01-25 05:42,-79.62707,27.28626,,,12.6,,19,,1000.0,
100000001,277,05-01-25 05:43,-79.62635,27.29038,,,12.6,,19,,1000.0,
100000001,278,05-01-25 05:45,-79.62552,27.29501,,,12.6,,19,,1000.0,
100000001,279,05-01-25 05:46,-79.62454,27.30018,,,12.6,,19,,1000.0,
100000001,280,05-01-25 05:47,-79.62375,27.30416,,,12.7,,19,,1000.0,
