ID,X,Y,WKT,Name,Description,Date Created,Date Updated
119,-79.9803959,26.8972854455933,"LINESTRING(-79.980398286134 26.897370647639, -79.9803935084492 26.8972002435476)",vessel_42_width,,01/21/2026 16:18:05,01/21/2026 16:18:52
120,-79.6653201,26.8633299088106,"POLYGON((-79.6656913915649 26.8631076579913, -79.6649488154799 26.8631076579913, -79.6649488154799 26.8635521596298, -79.6656913915649 26.8635521596298, -79.6656913915649 26.8631076579913))",vessel_43,ship_unverified_________visual,01/21/2026 16:19:36,01/21/2026 16:20:55
121,-79.66529794,26.8632980575785,"LINESTRING(-79.6650066785514 26.863193125464, -79.6655892021954 26.863402989693)",vessel_43_length,,01/21/2026 16:19:42,01/21/2026 16:20:38
122,-79.66526131,26.8633049586788,"LINESTRING(-79.6651918580756 26.8634202424437, -79.6653307648376 26.8631896749139)",vessel_43_width,,01/21/2026 16:19:50,01/21/2026 16:20:48
123,-78.94863779,26.9751741387881,"POLYGON((-78.9491546619684 26.9750399654731, -78.948120912537 26.9750399654731, -78.948120912537 26.9753083121032, -78.9491546619684 26.9753083121032, -78.9491546619684 26.9750399654731))",vessel_44,ship_unverified_________visual,01/21/2026 16:21:10,01/21/2026 16:23:16
124,-78.94864907,26.975182145834,"LINESTRING(-78.9490895438939 26.9751401199028, -78.9482085919008 26.9752241717651)",vessel_44_length,,01/21/2026 16:22:07,01/21/2026 16:22:33
125,-78.94867601,26.9751891354099,"LINESTRING(-78.948687245138 26.97527424898, -78.9486647723243 26.9751040218398)",vessel_44_width,,01/21/2026 16:22:12,01/21/2026 16:22:38
126,-79.68870691,27.0062381587923,"POLYGON((-79.6891327481717 27.0060739479959, -79.6882810816169 27.0060739479959, -79.6882810816169 27.0064023695886, -79.6891327481717 27.0064023695886, -79.6891327481717 27.0060739479959))",vessel_45,ship_unverified_________visual,01/21/2026 16:23:39,01/21/2026 16:24:25
127,-79.68876407,27.0062241354026,"LINESTRING(-79.6891189459711 27.0062864664942, -79.6884091943502 27.006161804311)",vessel_45_length,,01/21/2026 16:23:47,01/21/2026 16:24:14
128,-79.68878181,27.0062337792479,"LINESTRING(-79.6887600887567 27.0063303504139, -79.6888035302982 27.0061372080818)",vessel_45_width,,01/21/2026 16:23:55,01/21/2026 16:24:19
129,-79.91484,27.0976908761077,"POLYGON((-79.9149695737287 27.0975218433887, -79.9147104285657 27.0975218433887, -79.9147104285657 27.0978599088266, -79.9149695737287 27.0978599088266, -79.9149695737287 27.0975218433887))",vessel_46,ship_unverified_________visual,01/21/2026 16:24:41,01/21/2026 17:15:51
130,-79.91483261,27.0976952556521,"LINESTRING(-79.9148273933679 27.0978461951017, -79.9148378334939 27.0975443162024)",vessel_46_length,,01/21/2026 16:25:08,01/21/2026 16:30:05
131,-79.9148289,27.0977328135632,"LINESTRING(-79.9149073753506 27.0977367507294, -79.9147504195571 27.097728876397)",vessel_46_width,,01/21/2026 16:25:15,01/21/2026 16:30:15
132,-79.91473817,27.0986089436337,"POLYGON((-79.9148599524051 27.0983932400122, -79.9146163789555 27.0983932400122, -79.9146163789555 27.0988246472552, -79.9148599524051 27.0988246472552, -79.9148599524051 27.0983932400122))",vessel_47,ship_unverified_________visual,01/21/2026 16:26:05,01/21/2026 16:33:42
133,-79.91472724,27.0986165525392,"LINESTRING(-79.9147272389382 27.0987980160862, -79.9147272389382 27.0984350889921)",vessel_47_length,,01/21/2026 16:26:39,01/21/2026 16:28:27
134,-79.91473122,27.0986374770291,"LINESTRING(-79.9148192536086 27.0986361056566, -79.9146431870759 27.0986388484016)",vessel_47_width,,01/21/2026 16:26:46,01/21/2026 16:29:13
135,-79.93239361,27.0636693807319,"POLYGON((-79.9324992531911 27.06350853201, -79.9322879733518 27.06350853201, -79.9322879733518 27.0638302294537, -79.9324992531911 27.0638302294537, -79.9324992531911 27.06350853201))",vessel_48,ship_unverified_________visual,01/21/2026 16:33:49,01/21/2026 16:35:32
136,-79.93240432,27.0636587636545,"POLYGON((-79.9324070615694 27.0637786481529, -79.9324015760794 27.0635388791561, -79.9324070615694 27.0637786481529))",vessel_48_length,,01/21/2026 16:33:58,01/21/2026 17:16:28
137,-79.93239476,27.0636602677405,"LINESTRING(-79.9324720026925 27.0636623026803, -79.9323175242171 27.0636582328007)",vessel_48_width,,01/21/2026 16:34:03,01/21/2026 16:35:24
138,-79.71926503,27.1098633110523,"POLYGON((-79.7194373374805 27.1097278548405, -79.7190927248448 27.1097278548405, -79.7190927248448 27.1099987672642, -79.7194373374805 27.1099987672642, -79.7194373374805 27.1097278548405))",vessel_49,ship_unverified_________visual,01/21/2026 16:36:02,01/21/2026 16:37:50
139,-79.7192714,27.1098735742271,"LINESTRING(-79.719384429045 27.1099495748058, -79.7191583737731 27.1097975736484)",vessel_49_length,,01/21/2026 16:36:11,01/21/2026 16:37:38
140,-79.71925831,27.1098538441584,"LINESTRING(-79.7192171216011 27.1099022403359, -79.7192994924262 27.1098054479808)",vessel_49_width,,01/21/2026 16:36:17,01/21/2026 16:37:43
